10% Tak1 PDMS PC33	10% Tak1 PDMS PC34	10% Tak1 PDMS PC35	10% Tak1 PDMS PC36	10% Tak1 PDMS PC37	10% Tak1 PDMS PC38	10% Tak1 PDMS PC39	10% Tak1 PDMS PC40	20% Tak1 PDMS PC33	20% Tak1 PDMS PC34	20% Tak1 PDMS PC35	20% Tak1 PDMS PC36	20% Tak1 PDMS PC37	20% Tak1 PDMS PC38	20% Tak1 PDMS PC39	20% Tak1 PDMS PC40	30% Tak1 PDMS PC33	30% Tak1 PDMS PC34	30% Tak1 PDMS PC35	30% Tak1 PDMS PC36	30% Tak1 PDMS PC37	30% Tak1 PDMS PC38	30% Tak1 PDMS PC39	30% Tak1 PDMS PC40	40% Tak1 PDMS PC33	40% Tak1 PDMS PC34	40% Tak1 PDMS PC35	40% Tak1 PDMS PC36	40% Tak1 PDMS PC37	40% Tak1 PDMS PC38	40% Tak1 PDMS PC39	40% Tak1 PDMS PC40	50% Tak1 PDMS PC33	50% Tak1 PDMS PC34	50% Tak1 PDMS PC35	50% Tak1 PDMS PC36	50% Tak1 PDMS PC37	50% Tak1 PDMS PC38	50% Tak1 PDMS PC39	50% Tak1 PDMS PC40	60% Tak1 PDMS PC33	60% Tak1 PDMS PC34	60% Tak1 PDMS PC35	60% Tak1 PDMS PC36	60% Tak1 PDMS PC37	60% Tak1 PDMS PC38	60% Tak1 PDMS PC39	60% Tak1 PDMS PC40	70% Tak1 PDMS PC33	70% Tak1 PDMS PC34	70% Tak1 PDMS PC35	70% Tak1 PDMS PC36	70% Tak1 PDMS PC37	70% Tak1 PDMS PC38	70% Tak1 PDMS PC39	70% Tak1 PDMS PC40	80% Tak1 PDMS PC33	80% Tak1 PDMS PC34	80% Tak1 PDMS PC35	80% Tak1 PDMS PC36	80% Tak1 PDMS PC37	80% Tak1 PDMS PC38	80% Tak1 PDMS PC39	80% Tak1 PDMS PC40	90% Tak1 PDMS PC33	90% Tak1 PDMS PC34	90% Tak1 PDMS PC35	90% Tak1 PDMS PC36	90% Tak1 PDMS PC37	90% Tak1 PDMS PC38	90% Tak1 PDMS PC39	90% Tak1 PDMS PC40	100% Tak1 PDMS PC33	100% Tak1 PDMS PC34	100% Tak1 PDMS PC35	100% Tak1 PDMS PC36	100% Tak1 PDMS PC37	100% Tak1 PDMS PC38	100% Tak1 PDMS PC39	100% Tak1 PDMS PC40
0.19338486938776472	0.10904925502247907	0.04546748277558023	0.2706818355745882	0.05827055789154227	0.07438279131236708	0.021091207847490058	0.06281276003196207	1.2978702805783027	0.03216080594391095	0.0757493173644821	0.31493656958739724	0.05370173822524422	0.07793540926623903	0.1176578628041294	0.30816215864701274	1.2431801250747474	0.014993402617702779	0.15656140745028171	0.14759948955686528	0.18006598305693716	0.06619613715038061	0.3232209780585305	0.0637361937065082	0.390742708632275	0.040049738525631054	0.1092577560744237	0.043629125057527786	0.08338534114880207	0.03731434306067991	0.7612762383808388	0.028660485669677604	0.2647666160097913	0.006023070835213806	0.12611609429662604	0.06200767971599926	0.051481793994017415	0.015003376090634277	0.7098492108508622	0.02399068439078599	0.08027826903463234	0.0059631814957216	0.25779565797587795	0.16913312556378207	0.04979978128789106	0.01638031554258907	0.07366733389711962	0.0018741851004875556	0.048403003362211997	0.008357423555896205	0.23930068711387698	0.1401938825121212	0.02819565308757194	0.04174414979384317	0.04080375500194912	0.0016904412454903808	0.023007188583993875	0.030433542212072652	0.19928683946339446	0.1176871621106298	0.014504781227547487	0.1211018070946925	0.4574864041836231	0.006836132989496641	0.08974532122660321	0.0498398699275088	0.3789994948128837	0.09855087901488482	0.05530741995894509	0.07910929216737415	0.31946982592949535	0.0371263813342815	0.1046241175730626	0.012225746214605534	0.48759436930248107	0.10233155114790315		0.01865526744219411	0.3226392700730616	0.03739808840582166
0.10226029542015072	0.12867053213107624	0.044037584450238754	0.3033594164281505	0.03331517567595184	0.3749172367823685	0.13312053210731287	0.18020141017791377	0.02325991516910582	0.04205804236454786	0.4091809711822628	0.08070408166301854	0.0838491740854134	0.13690397316367647	0.47960507454261087	0.23813559720445848	0.0032247973698551146	0.02406731564214187	0.457347446542396	0.14967123570225885	0.0524622854337781	0.21105533846035446	0.17158687230267192	0.08857606509140709	0.003100909927089378	0.029619015153770335	0.09955620093031478	0.025472808640281727	0.027480520534551453	0.43033879549642007	0.07040437276163893	0.34548388787603074	0.004175262425794557	0.023442370792378247	0.12120381851792204	0.04304795058592365	0.08311754732204461	0.19280444905244784	0.06415979598425073	0.06037516693932376	0.0056206204415224234	0.038042842132970996	0.3717129664734549	0.12963245105339274	0.02038312728434581	0.09549339532648557	0.21804875417996175	0.12999858911278647	0.012762890503276763	0.026066196025765487	0.434109632676918	0.07643147290153787	0.07280019784356578	0.41842267533951233	0.28459939764851677	0.07783155746938578	0.0014131509744758543	0.003924892064120238	0.20448864288793192	0.047322744862168885	0.16559732469432872	0.3072005904893399	0.40881324710355504	0.004259694288635142	0.0008671346954420188	0.00012285435018002133	0.09258911704188291	0.03651011774225514	0.1282211140410116	0.32013767990340924	0.38587576563543713	0.0337502744796236	0.0	0.0	0.06878978300427824	0.08829737591229192		0.21509894471852958	0.3134890434793673	0.036650130374673885
0.27239964227655655	0.05912577790390435	0.12719861702952023	0.024014548887618316	0.047180199991688494	0.015136720913502995	0.2571523005827775	0.03196076329500309	0.006349697212940572	0.07957955450650761	0.16970289170732475	0.16669759685780222	0.2880582908485258	0.32127355170916755	0.44771510695761346	0.12829957563974165	0.003593606170676964	0.11784143124962074	0.6959645633852988	0.09200102844853134	0.08257883314808878	0.17466606807009835	0.6418538179806077	0.11443300806617487	0.005532798049728955	0.04304618089079367	0.2049373948169588	0.08565114956950048	0.049470779705131925	0.0765311753081715	0.28441798198664253	0.01060587682046665	0.010259861372541468	0.047429909809052644	0.2580550407524577	0.11994619279968699	0.3186527699871269	0.04036581776779629	0.11545542712351606	0.05192179189213072	0.027243981835548176	0.08433638428643705	0.1774713355080242	0.07750302733877157	0.3324094346411088	0.04974586979685779	0.1782211965405419	0.007082735972690052	0.008082999096558437	0.02229634945459532	0.17348894567552905	0.1014348671803355	0.16020187281859988	0.2536229321160382	0.20125962596554214	0.004780104407811831	0.009073822856550343	0.0014212416811524376	0.10226031188994333	0.24953765952914878	0.08961743679935738	0.13052140874493173	0.24980849187168686	0.03216692517213016	0.003223660191694824	0.001137716741950105	0.0	0.13193692274216143	0.12867085998571964	0.00613139303620537	0.434786488966922	0.03228680180174363	1.2801536040836562e-08	2.4331161170881682e-05	0.0	0.13625607856346933		0.028922727174408365	0.2421231742596816	0.05322326153848397
0.06877225231020814	0.14289576864543757	0.030128409697229876	0.5441550081862669	0.17751607907171374	0.1431237987761244	0.0828490448113814	0.018396977452997683	0.21162474276925902	0.21184111551736973	0.058536822589673895	0.09970662301425906	0.4277169453889825	0.10995952406617568	0.12379153189938406	0.08714669225367715	0.07219794130374227	0.13869944387391453	0.45650591622821746	0.06967838141349147	0.11131267452108472	0.356726658637173	0.11875320030250917	0.10544521231904577	0.031226819015348024	0.035541679939748584	0.20514208404043974	0.109570429537366	0.09016748901903766	0.8957984720850962	0.17392705125760882	0.8819799730594762	0.01580085297994306	0.0550055623669888	0.2566930019127684	0.07181107142737572	0.0475291670962728	0.986300529687873	0.33432205982394636	0.07228899091208299	0.013821452229251553	0.019804873455491805	0.13240573616448592	0.05060629754028811	0.03566742701821029	0.4381763617995766	0.15019823732566653	0.02232437675887715	0.00907722034583829	0.006237238397112365	0.1593031558994538	0.13016197179627792	0.013698494196169468	0.08104345191441747	0.578947396387727	0.020826190694901305	0.01646967163082006	0.04095453694527777	0.1589825522086978	0.30501761364746655	0.06669843926197094	0.1488159130186893	0.4883811349964014	0.00620288401281059	0.12028335231668556	0.10048157543270413	0.0006408641029457499	0.19879145129716738	0.1488968624275548	0.1466627139735365	0.4091155069442442	0.04970349092340174	0.01728567387785728	0.03803943245477965	0.0	0.07462298333801877		0.06804341805223989	0.17006036967253016	0.038196273417267425
0.07231338881754026	0.1340357614987516	0.015772239345226532	0.284830307156872	0.008206376783059903	0.012841991074089655	0.11678096802239712	0.16280134081766792	0.07860025069784846	0.10941870833591676	0.0785742939395685	0.2051862018779608	0.049091952499400446	0.0751628297768597	0.12709916292380238	0.12219711217738004	0.02752955876070165	0.06303726288197437	0.2984268691879612	0.20822511034121446	0.05288366316820171	0.02643580705928442	0.24015082450374708	0.1397580435358838	0.00503187929755175	0.03371785534637522	0.2794131572943468	0.05317610725004535	0.02400657574075906	0.036167123454762494	0.12092497274869113	0.0827278550771482	0.0029343107414610417	0.02889619217979845	0.09359445098251037	0.05313038475602106	0.024596278147527247	0.09930861432680761	0.05266564259545393	0.0011643441339976412	0.003457059597617638	0.02686904820805904	0.2497171172590027	0.032168626992623316	0.03325314451270475	0.18315755818355645	0.012312014674982838	0.002295486727126066	0.012008965241019132	0.010523884095452574	0.512379777909669	0.1729355507724374	0.04695591940917327	0.04715766944870949	0.019653445348213915	0.03556682020374882	0.023762256813363795	0.02225996076858365	0.4657488696461715	0.2724916817660683	0.0237209682479296	0.0889084774912797	0.17610305551608718	0.0715388979320272	0.025084349513990373	0.030623913086041843	0.3718105481907386	0.21126613452130366	0.013933261533456306	0.16027720818641628	0.9073730246433915	0.020314984289246694	0.02813913458532759	0.003967502741806824	0.16746166366925158	0.0988563057274903		0.10632987469498188	0.5865651723587321	0.009462069503554504
0.05710711354940382	0.08511567264484911	0.16311625812080238	0.020117342832947478	0.0685326231992471	0.13028405778878002	0.027630866628806115	0.03494597209348531	0.07703891161214967	0.05220736104073636	0.6228944989450712	0.03670696037216893	0.37162216977046786	0.16493712064363672	0.02884826726105698	0.061959794064383705	0.22740440421400226	0.0714989463306166	0.10758840811343144	0.01646234341684852	0.21635454535812715	0.14470041243649764	0.08744971113043946	0.019576899961936803	0.09181909998705293	0.0327897568739628	0.25508748364495765	0.057704350783059986	0.19258327835379435	0.14422848270791003	0.03456139911295498	0.012487548539342527	0.02635165987080739	0.04222496369985911	0.1282779990452804	0.07535507924883747	0.13336805133880383	0.3407733382784078	0.07766862176056556	0.023205613761954687	0.023901521348172212	0.06737926387580898	0.09838573494535686	0.08724246085324946	0.30000410229220403	0.2154320582014961	0.07703685690089244	0.011959087801313155	0.03215798908524404	0.028125039000599962	0.15152834515532754	0.154128586424431	0.33278729306662175	0.03998875703763779	0.06464780013274435	0.030624881206852264	0.03603743355261215	0.003494276944972075	0.18266263807651906	0.08291867269706368	0.09139926918732859	0.09673090578647504	0.615891336135138	0.02413885049909296	0.032107612379780756	9.566142597853054e-05	0.12382818677976358	0.05969448617576789	0.04773690430898468	0.08509373852044587	0.770828067694607	0.0176450972280678	0.019671200110468214	0.0	0.0001271189109843159	0.09859145352500408		0.050386978844177574	0.3856350410473965	0.009527924561174156
0.571368654349875	0.06303947615243802	0.018670866244230363	0.4778453668940487	0.04054798908873959	0.027859373670706303	0.09451621922939807	0.038267613211372405	0.40113789899540625	0.17540650207667755	0.040179536849786	0.29683365677404233	0.03910073932974627	0.24379153776757354	0.08439112583699272	0.05613694998204564	0.2003473092466439	0.308816141980795	0.05540845039529981	0.05834608132334175	0.02721377141609314	0.0976103694447513	0.2537548274370772	0.010264940451486793	0.1448348196103251	0.06634887988055596	0.08586718336343975	0.42604743064991185	0.05488602819268084	0.1274169121083046	0.33054694489821956	0.007054474876448705	0.1628788785522433	0.003969969156355786	0.1359876392267161	0.051236408200345925	0.022660740705806905	0.5375148867179491	0.3389030457714999	0.02084816166920022	0.042222827768924394	0.0007241277827858226	0.20529375795030244	0.018836619584317107	0.03952783284246668	0.12038626578487142	0.49096752923250814	0.012347078599691617	0.03702186822866601	0.008844215568175938	0.30710249031324827	0.031146750878610654	0.04859698352135568	0.18604003261039803	0.13560784056562056	0.03036222518595436	0.085591963842269	0.017385114002365275	0.5211670297447759	0.07197123094910308	0.017493192608355128	0.08240607566548135	0.18014793730283302	0.025950872861459036	0.08229349217112385	0.07365980942121596	0.25861605479522376	0.3645724719510056	0.02050193313989973	0.03663172364184057	0.44590336606856057	0.02681337672839754	0.05827947881301241	0.05044670658560573	0.1715696988623093	0.4223551531168222		0.06729431341934151	0.5757885354430146	0.00789992633685632
0.09217849230330624	0.64018571483887	0.009565351216536034	0.1593566317880387	0.019647444493034745	0.14307437112745575	0.05823556367845536	0.06161089083103545	0.128602497572947	0.2187779495753217	0.07060265059960225	0.28263659120880447	0.06412252571459684	0.30735402541843965	0.13059070550727936	0.15989289824582137	0.013271286740710672	0.8500914881855562	0.03974074047903779	0.47494326573395856	0.007697345546966822	0.08737169700969531	0.2093024568221201	1.4801134660655084	0.004760916423279631	0.29790738648840187	0.11576205355491309	0.6189175799557126	0.02386986572028608	0.05531243391623827	0.3283345754348494	0.02929247534325823	0.05275920430165557	0.01754606956311588	0.10982852051277232	0.1026103551046764	0.00884419888983438	0.008809192691857249	0.6173313621504143	0.05375404229679419	0.028428945819185918	0.012338261491215244	0.13070830885245555	0.2611048002548553	0.018717713752020422	0.014391483756971477	0.12791969006597614	0.009610545941858874	0.018882296643658904	0.031220218311396288	0.13079451441016185	0.3033560409838346	0.10008645081545835	0.13309475878731772	0.20775871333090726	0.02121540981846691	0.011637087400774678	0.08274283192235464	0.11466515247077551	0.17592864349884038	0.03162519307829664	0.0683110763154361	0.14786942966259906	0.021628143396405296	0.006933725821141344	0.034508693327993896	0.293417206223	0.13097643477462284	0.017185442977099046	0.0242886252633685	0.30894520194444275	0.021643129145762535	0.019864132640509007	0.01699107089949716	0.24546092658179114	0.6959107036675808		0.06282981786617306	0.18682897720445396	0.06384724837473678
0.05325472737071542	0.1874560994942008	2.6641086491308164	0.02419604047624488	0.0685326231992471	0.018244599467578327	0.017006976589319864	0.011963253989864236	0.2741536204526548	0.11366666070805335	0.6077607778867432	0.022831463888838364	0.37162216977046786	0.011205269422137466	0.09634470141528614	0.019512314026660642	0.17329610219325697	0.2986086196884901	0.3696191636053896	0.03128040827295933	0.21635454535812715	0.03926891735682559	0.15887578807520536	0.03662108820720427	0.006168285483354781	0.04683509437246783	0.09590212046593642	0.04941933002256764	0.19258327835379435	0.040519342078686085	0.058976511750984936	0.007753740179552683	0.018074387777000944	0.006997266048978954	0.14367961329596582	0.08161713729567352	0.13336805133880383	0.06399041853346954	0.032790129702431746	0.009001956599899151	0.029787385710376778	0.012069262869209754	0.09665106671069006	0.11816055292972022	0.30000410229220403	0.1650799148541124	0.06806274653791758	0.027774694843758677	0.023723778662312848	0.04724253592606643	0.12734594464943783	0.05743127981704357	0.33278729306662175	0.1001105832146072	0.12873612824122102	0.02822559940864595	0.011750674391699599	0.028411473465112864	0.3084505408630844	0.05867553012186766	0.09139926918732859	0.041704440402663356	0.2856614080353349	0.050033931007554246	0.007099187421932362	0.014411340638967771	0.2556733027177149	0.10394667675776656	0.04773690430898468	0.030475750275987288	0.11428655668671862	0.016011375460741856	0.030467711501758088	0.05061260888179282	0.22344606591309812	0.09842590451292033		0.03508295690016655	0.1082000070036583	0.006234465509433791
0.45485268073361584	0.05495896822210486	0.013788725632231873	0.28176025513093866	0.057178510336344385	0.010749374370958747	0.10226915860990032	0.03076537645443058	1.124802753028496	0.09100102788972565	0.11572239647419459	0.8485293624995497	0.13012003908597058	0.07440949794821694	0.36551866141657274	0.06374285935286918	2.914674397846167	0.018868092400989096	0.11523185931408754	0.396932471976216	0.14919897315833708	0.035677661569803724	0.8672427807699982	0.053605987581603474	0.5537464608773297	0.04258379241064864	0.07385053504161197	0.1370965591834492	0.1065314210346773	0.034413362541328076	0.1569049079515705	0.021146140380072388	0.5328072657906161	0.09240372079944766	0.11645069977208891	0.18381717733514097	0.06103492120955826	0.06387131739501165	0.04750314280381959	0.037567066594840555	0.6940238961047384	0.009569208303932118	0.2258204939011335	0.25978154643757684	0.05138574262983808	0.20750285297505566	0.1917918277755615	0.025724051622016818	0.029474777589410788	0.0018289703068010746	0.2503185638825832	0.1406473871963315	0.0449780609058931	0.05798067152366429	0.30233056853873896	0.02167452843396535	0.021928847599964305	0.029414605530184552	0.6095226438489653	0.13687072734993816	0.030519533244982695	0.09053246903369606	0.36467126331137495	0.02895922182485378	0.03535242561564051	0.09924659131363739	0.4483173081210599	0.08479261567189438	0.19054050346979812	0.14176861771900637	0.20080054249197243	0.00599093211294048	0.04351736298609683	0.054324389608056065	0.2059941317312706	0.09793665391509707		0.10434571359783355	0.21014770615469722	0.0016038469012428507
0.045567168543120144	0.04890424008984426	0.04143692449125068	0.1985196316265603	0.1973457441177426	0.04470342811149811	0.13471425179858465	0.03594710377304631	0.06783008648176198	0.056823216389019555	0.14864212983156005	1.1665321925937808	0.1842255295727236	0.057662915019709673	0.36365640279262296	0.09994377195495328	0.08529325714429745	0.1016546589383013	0.06704780550746017	0.23261244732651729	0.18682752033719102	0.13772125310841532	0.1910911738487881	0.14695922804282574	0.011243381873775498	0.19927568202869406	0.1745314477965418	0.009455805459328453	0.01360669579259959	0.10641904661175561	0.04793563312164191	0.04273250160398337	0.03055965769407341	0.07746742557592977	0.12268641188249471	0.036265077681904054	0.00448513451136804	0.06236577836220467	0.07707103442358187	0.016719141489817332	0.01608140454453934	0.03496635377478555	0.10102780515093222	0.017883757297813524	0.07914870721634971	0.24086015885547743	0.24838857595329847	0.06186980895850663	0.017088851655973042	0.008994021889782667	0.09463615339992326	0.09621990875935048	0.08440169765722152	0.24302334349698837	0.2004811808215612	0.009482003113270488	0.03394717440771787	0.0016772842798466702	0.18288538999054993	0.2112283839223759	0.04092438991343025	0.2255758237237278	0.7397783457040781	0.024607727991100503	0.029964321987263964	0.011066619430683341	0.2367095661189343	0.21998541278302128	0.0706943883749796	0.1113162317368979	0.6533934794530363	0.027655417535663095	0.024354492426486574	0.04927760920828603	0.37225964939084644	0.1136878304796977		0.06536617771675028	0.3956882713795721	0.006207393454329689
0.41256201317017266	0.04510323061970898	0.08332051051290942	0.019826334787051078	0.013097926777183447	0.062770341701241	0.12371019009943916	0.13574076331714363	1.3029710530395318	0.04510091028519633	0.16944662843142605	0.026879724259885458	0.012646111734050301	0.2565085894282963	0.28559694582605244	0.15000408846742694	0.42930262660752005	0.158125767251626	0.2858161860149491	0.08198874819206034	0.011040761565937831	0.35886608202411824	0.6855695347397367	0.05380521738340385	0.009168299646370707	0.09292630578802946	0.16688013399910342	0.011287542540183708	0.045092678453123085	0.06767735983745923	0.3020143238888384	0.04274107428630726	0.008834542158364328	0.049437485167033106	0.336902056714852	0.10652301785541665	0.035390591865219444	0.03495963843777784	0.062444475153678	0.004624741697840245	0.02603740614497493	0.03612157295654285	0.28411527131776315	0.2262934056465129	0.0705924711773457	0.09022219442214961	0.14775853787808593	0.012135827395418094	0.2422631542152514	0.005137892692786537	0.255370229433678	0.07518095877018227	0.10469982406570259	0.10224381434144235	0.23017311865737106	0.033397590492132666	0.10735043335041157	0.010511494158453276	0.1929724675995452	0.15826678790361046	0.13986697741392573	0.7439342114605942	0.30959362852679345	0.01537680682720401	0.08648390329070692	0.03944318188611579	0.06542311168087164	0.1309632226353849	0.04314845929626899	0.15643818621057987	0.14299975265590575	0.0018129610619735915	0.027588800750126354	0.02263972131557067	0.008785019366773018	0.06443173704448271		0.016860944047275676	0.008879917033532981	7.532692038957913e-07
