X	Y	Z
-1170	-450.001	1702.03553237509
-1170	-4530	142.663559173855
-1170	-4590	149.731620123852
-1170	-4650	156.799681073849
-1170	-4710	103.867742023845
-1170	-4770	110.935802973842
-1170	-4830	118.003863923839
-1170	-4890	125.071924873836
-1170	-4950	132.139985823832
-1170	-5010	139.208046773829
-1170	-5070	86.276107723826
-1170	-510	1649.10347552407
-1170	-510.001	1649.10359332509
-1170	-5130	93.3441686738224
-1170	-5190	100.412229623819
-1170	-5250	47.4802905738161
-1170	-5310	54.5483515238129
-1170	-5370	1.61641247380976
-1170	-5430	8.68447342380614
-1170	-5490	-44.247465626197
-1170	-5550	-97.1794046762002
-1170	-5610	-150.111343726204
-1170	-5670	-203.043282776207
-1170	-570	1596.17153647407
-1170	-570.001	1596.17165427509
-1170	-5730	-255.97522182621
-1170	-5790	-308.907160876213
-1170	-5850	-361.839099926216
-1170	-5910	-414.77103897622
-1170	-5970	-527.702978026223
-1170	-6030	-580.634917076226
-1170	-6090	-693.56685612623
-1170	-6150	-806.498795176233
-1170	-6210	-859.430734226236
-1170	-6270	-972.36267327624
-1170	-629.999	1603.23947962305
-1170	-630	1543.23959742407
-1170	-6330	-1025.29461232624
-1170	-6390	-1078.22655137625
-1170	-6450	-1131.15849042625
-1170	-6510	-1244.09042947625
-1170	-6570	-1357.02236852626
-1170	-6630	-1469.95430757626
-1170	-6690	-1582.88624662626
-1170	-6750	-1695.81818567627
-1170	-6810	-1808.75012472627
-1170	-6870	-1921.68206377627
-1170	-689.999	1550.30754057305
-1170	-690	1550.30765837406
-1170	-690.001	1550.30777617508
-1170	-6930	-2034.61400282628
-1170	-6990	-2087.54594187628
-1170	-7050	-2140.47738092628
-1170	-7110	-2133.40931997629
-1170	-7170	-2126.34125902629
-1170	-7230	-2119.27319807629
-1170	-7290	-1992.2056371263
-1170	-750	1497.37571932406
-1170	-809.999	1504.44366247304
-1170	-810	1504.44378027406
-1170	-810.001	1504.44389807507
-1170	-869.999	1451.51172342304
-1170	-870	1451.51184122406
-1170	-929.999	1458.57978437304
-1170	-930	1458.57990217405
-1170	-930.001	1458.58001997507
-1170	-990	1405.64796312405
-1170	-990.001	1405.64808092506
-1170	1050	1585.33389082416
-1170	1110	1578.26582987416
-1170	1170	1631.19776892417
-1170	1710	1567.5852203742
-1170	1770	1500.5171594242
-1170	1830	1433.4490984742
-1170	1890	1426.38103752421
-1170	1950	1359.31297657421
-1170	2010	1352.24491562421
-1170	2070	1285.17685467422
-1170	2130	1218.10879372422
-1170	2190	1151.04073277422
-1170	2250	1083.97267182423
-1170	2310	1016.90461087423
-1170	2370	889.836549924232
-1170	2430	822.768488974235
-1170	2490	815.700428024239
-1170	2550	808.632367074242
-1170	2610	741.564306124245
-1170	2670	734.496245174249
-1170	2730	727.428184224252
-1170	2790	660.360123274255
-1170	2850	593.292062324258
-1170	2910	526.224001374262
-1170	2970	459.155940424265
-1170	3030	452.087879474268
-1170	3090	385.019818524271
-1170	3150	317.951757574275
-1170	3210	310.883696624278
-1170	3270	243.815635674281
-1170	3330	236.747574724284
-1170	3390	169.679513774288
-1170	3450	102.611452824291
-1170	3510	95.5433918742942
-1170	3570	28.4753309242974
-1170	3630	21.407269974301
-1170	3690	14.3392090243042
-1170	3750	-52.7288519256927
-1170	3810	-59.7969128756895
-1170	3870	-66.8649738256863
-1170	3930	-133.933034775683
-1170	3990	-141.00109572568
-1170	4050	-148.069156675676
-1170	4110	-155.137217625673
-1170	4170	-222.20527857567
-1170	4230	-229.273339525666
-1170	4290	-236.341400475663
-1170	4350	-243.40946142566
-1170	4410	-250.477522375656
-1170	4470	-257.545583325653
-1170	4530	-264.61364427565
-1170	4590	-271.681705225647
-1170	4650	-278.749766175643
-1170	4710	-285.81782712564
-1170	4770	-292.885888075637
-1170	4830	-299.953949025634
-1170	4890	-307.022009975631
-1170	4950	-314.090070925627
-1170	5010	-321.158131875624
-1170	5070	-328.226192825621
-1170	5130	-275.294253775617
-1170	5190	-282.362314725614
-1170	5250	-289.430375675611
-1170	5310	-296.498436625608
-1170	5370	-303.566497575604
-1170	5430	-250.634558525601
-1170	5490	-257.702619475598
-1170	5550	-204.770680425594
-1170	5610	-211.838741375591
-1170	5670	-158.906802325588
-1170	5730	-105.974863275585
-1170	5790	-53.0429242255814
-1170	5850	-0.110985175578207
-1170	5910	52.8209538744254
-1170	5970	105.752892924429
-1170	6030	218.684831974432
-1170	6090	271.616771024435
-1170	6150	384.548710074439
-1170	6210	437.480649124442
-1170	870	1666.53807367415
-1170	870.001	1666.53795587313
-1170	930	1599.47001272415
-1170	930.001	1599.46989492314
-1170	990	1592.40195177416
-1170	990.001	1592.40183397314
-1230	-1050	1350.00130288246
-1230	-1110	1357.06936383246
-1230	-1170	1304.13742478245
-1230	-1230	1251.20548573245
-1230	-1290	1198.27354668245
-1230	-1350	1145.34160763244
-1230	-1410	1152.40966858244
-1230	-1470	1039.47772953244
-1230	-1530	986.545790482434
-1230	-1590	873.613851432431
-1230	-1650	820.681912382428
-1230	-1710	827.749973332424
-1230	-1770	774.818034282421
-1230	-1830	721.886095232418
-1230	-1890	728.954156182414
-1230	-1950	676.022217132411
-1230	-2010	683.090278082408
-1230	-2070	630.158339032405
-1230	-2130	577.226399982401
-1230	-2190	524.294460932398
-1230	-2250	471.362521882395
-1230	-2310	478.430582832392
-1230	-2370	425.498643782388
-1230	-2430	372.566704732385
-1230	-2490	379.634765682382
-1230	-2550	326.702826632379
-1230	-2610	333.770887582376
-1230	-2670	280.838948532372
-1230	-2730	287.907009482369
-1230	-2790	234.975070432366
-1230	-2850	242.043131382362
-1230	-2910	189.111192332359
-1230	-2970	196.179253282356
-1230	-3030	143.247314232352
-1230	-3090	150.315375182349
-1230	-3150	97.3834361323457
-1230	-3210	104.451497082342
-1230	-3270	111.519558032339
-1230	-3330	118.587618982336
-1230	-3390	125.655679932333
-1230	-3450	72.7237408823294
-1230	-3510	79.7918018323262
-1230	-3570	86.859862782323
-1230	-3630	93.9279237323199
-1230	-3690	100.995984682316
-1230	-3750	108.064045632313
-1230	-3810	115.13210658231
-1230	-3870	122.200167532306
-1230	-390.001	1812.25275023351
-1230	-3930	129.268228482303
-1230	-3990	136.3362894323
-1230	-4050	143.404350382297
-1230	-4110	150.472411332294
-1230	-4170	157.54047228229
-1230	-4230	164.608533232287
-1230	-4290	171.676594182284
-1230	-4350	178.74465513228
-1230	-4410	185.812716082277
-1230	-4470	192.880777032274
-1230	-450	1759.32069338249
-1230	-450.001	1699.32081118351
-1230	-4530	199.948837982271
-1230	-4590	207.016898932267
-1230	-4650	154.084959882264
-1230	-4710	161.153020832261
-1230	-4770	168.221081782257
-1230	-4830	175.289142732254
-1230	-4890	182.357203682251
-1230	-4950	189.425264632247
-1230	-5010	136.493325582244
-1230	-5070	143.561386532241
-1230	-510	1646.38875433249
-1230	-510.001	1646.38887213351
-1230	-5130	150.629447482238
-1230	-5190	97.6975084322344
-1230	-5250	104.765569382231
-1230	-5310	51.833630332228
-1230	-5370	58.9016912822244
-1230	-5430	5.96975223222125
-1230	-5490	13.0378131822181
-1230	-5550	-39.8941258677851
-1230	-5610	-92.8260649177882
-1230	-5670	-145.758003967792
-1230	-569.999	1653.45669748147
-1230	-570	1593.45681528249
-1230	-5730	-198.689943017795
-1230	-5790	-251.621882067798
-1230	-5850	-304.553821117802
-1230	-5910	-357.485760167805
-1230	-5970	-410.417699217808
-1230	-6030	-523.349638267811
-1230	-6090	-576.281577317814
-1230	-6150	-689.213516367818
-1230	-6210	-802.145455417821
-1230	-6270	-915.077394467824
-1230	-629.999	1600.52475843147
-1230	-630	1600.52487623248
-1230	-630.001	1600.5249940335
-1230	-6330	-968.009333517828
-1230	-6390	-1020.94127256783
-1230	-6450	-1133.87321161783
-1230	-6510	-1186.80515066784
-1230	-6570	-1299.73708971784
-1230	-6630	-1412.66902876784
-1230	-6690	-1525.60096781785
-1230	-6750	-1638.53290686785
-1230	-6810	-1751.46484591785
-1230	-6870	-1864.39678496786
-1230	-689.999	1547.59281938146
-1230	-690	1547.59293718248
-1230	-690.001	1547.5930549835
-1230	-6930	-1977.32872401786
-1230	-6990	-2030.26066306786
-1230	-7050	-2083.19260211787
-1230	-7110	-2136.12404116787
-1230	-7170	-2129.05598021787
-1230	-7230	-2121.98791926788
-1230	-7290	-2054.91985831788
-1230	-750	1494.66099813248
-1230	-809.999	1501.72894128146
-1230	-810	1501.72905908247
-1230	-810.001	1501.72917688349
-1230	-870	1448.79712003247
-1230	-929.999	1455.86506318145
-1230	-930	1455.86518098247
-1230	-930.001	1455.86529878348
-1230	-990	1402.93324193246
-1230	-990.001	1402.93335973348
-1230	1050	1582.61916963257
-1230	1110	1635.55110868258
-1230	1170	1628.48304773258
-1230	1710	1564.87049918261
-1230	1770	1497.80243823261
-1230	1830	1490.73437728262
-1230	1890	1423.66631633262
-1230	1950	1356.59825538262
-1230	2010	1349.53019443263
-1230	2070	1282.46213348263
-1230	2130	1215.39407253263
-1230	2190	1148.32601158264
-1230	2250	1081.25795063264
-1230	2310	954.189889682644
-1230	2370	887.121828732647
-1230	2430	820.053767782651
-1230	2490	812.985706832654
-1230	2550	745.917645882657
-1230	2610	738.84958493266
-1230	2670	731.781523982664
-1230	2730	664.713463032667
-1230	2790	597.64540208267
-1230	2850	530.577341132673
-1230	2910	463.509280182677
-1230	2970	456.44121923268
-1230	3030	389.373158282683
-1230	3090	322.305097332686
-1230	3150	315.23703638269
-1230	3210	248.168975432693
-1230	3270	241.100914482696
-1230	3330	174.032853532699
-1230	3390	106.964792582703
-1230	3450	99.8967316327062
-1230	3510	32.8286706827093
-1230	3570	25.7606097327125
-1230	3630	18.6925487827157
-1230	3690	-48.3755121672807
-1230	3750	-55.4435731172775
-1230	3810	-122.511634067274
-1230	3870	-129.579695017271
-1230	3930	-136.647755967268
-1230	3990	-203.715816917264
-1230	4050	-210.783877867261
-1230	4110	-217.851938817258
-1230	4170	-224.919999767254
-1230	4230	-231.988060717251
-1230	4290	-239.056121667248
-1230	4350	-246.124182617245
-1230	4410	-313.192243567241
-1230	4470	-320.260304517238
-1230	4530	-327.328365467235
-1230	4590	-334.396426417232
-1230	4650	-281.464487367228
-1230	4710	-288.532548317225
-1230	4770	-295.600609267222
-1230	4830	-302.668670217219
-1230	4890	-309.736731167215
-1230	4950	-316.804792117212
-1230	5010	-323.872853067209
-1230	5070	-330.940914017206
-1230	5130	-338.008974967202
-1230	5190	-345.077035917199
-1230	5250	-292.145096867196
-1230	5310	-299.213157817192
-1230	5370	-306.281218767189
-1230	5430	-253.349279717186
-1230	5490	-260.417340667183
-1230	5550	-267.485401617179
-1230	5610	-214.553462567176
-1230	5670	-161.621523517173
-1230	5730	-168.689584467169
-1230	5790	-115.757645417166
-1230	5850	-62.8257063671626
-1230	5910	-9.89376731715947
-1230	5970	43.0381717328437
-1230	6030	155.970110782847
-1230	6090	208.90204983285
-1230	6150	261.833988882854
-1230	6210	374.765927932857
-1230	6270	427.69786698286
-1230	870	1663.82335248257
-1230	870.001	1663.82323468155
-1230	930	1596.75529153257
-1230	930.001	1596.75517373155
-1230	990	1589.68723058257
-1230	990.001	1589.68711278156
-1290	-1050	1407.28658169088
-1290	-1110	1354.35464264087
-1290	-1170	1301.42270359087
-1290	-1230	1248.49076454087
-1290	-1290	1195.55882549086
-1290	-1350	1142.62688644086
-1290	-1410	1149.69494739086
-1290	-1470	1036.76300834085
-1290	-1530	983.831069290849
-1290	-1590	930.899130240846
-1290	-1650	877.967191190842
-1290	-1710	825.035252140839
-1290	-1770	772.103313090836
-1290	-1830	779.171374040833
-1290	-1890	726.239434990829
-1290	-1950	673.307495940826
-1290	-2010	680.375556890823
-1290	-2070	627.44361784082
-1290	-2130	574.511678790816
-1290	-2190	521.579739740813
-1290	-2250	528.64780069081
-1290	-2310	475.715861640806
-1290	-2370	422.783922590803
-1290	-2430	369.8519835408
-1290	-2490	376.920044490796
-1290	-2550	323.988105440793
-1290	-2610	331.05616639079
-1290	-2670	338.124227340787
-1290	-2730	285.192288290783
-1290	-2790	232.26034924078
-1290	-2850	239.328410190777
-1290	-2910	186.396471140773
-1290	-2970	193.46453209077
-1290	-3030	140.532593040767
-1290	-3090	147.600653990764
-1290	-3150	154.66871494076
-1290	-3210	101.736775890757
-1290	-3270	108.804836840754
-1290	-3330	115.872897790751
-1290	-3390	122.940958740747
-1290	-3450	130.009019690744
-1290	-3510	77.0770806407409
-1290	-3570	84.1451415907377
-1290	-3630	91.2132025407345
-1290	-3690	98.2812634907309
-1290	-3750	105.349324440728
-1290	-3810	112.417385390725
-1290	-3870	119.485446340721
-1290	-390.001	1809.53802904193
-1290	-3930	126.553507290718
-1290	-3990	133.621568240715
-1290	-4050	140.689629190711
